id,price
0,4572
1,1019
2,16548
3,6673
4,1432
5,2198
6,1981
7,1832
8,3370
9,15883
10,3560
11,595
12,637
13,3860
14,960
15,4637
16,1804
17,4063
18,601
19,3642
20,708
21,8387
22,863
23,11593
24,4209
25,7025
26,5480
27,578
28,2273
29,16225
30,736
31,4804
32,9099
33,6302
34,1609
35,1640
36,643
37,2375
38,16118
39,381
40,1078
41,5968
42,2222
43,5310
44,2137
45,1359
46,5438
47,5468
48,3700
49,1349
50,482
51,661
52,667
53,2880
54,4720
55,699
56,4239
57,2082
58,2110
59,924
60,6002
61,7622
62,1361
63,4240
64,3940
65,6554
66,2664
67,4003
68,807
69,732
70,5196
71,4547
72,922
73,5093
74,2796
75,16990
76,15115
77,13590
78,775
79,10929
80,3711
81,6355
82,6378
83,12497
84,6566
85,12442
86,1873
87,8682
88,1064
89,1858
90,13175
91,5133
92,1726
93,695
94,2567
95,1023
96,1089
97,3199
98,1026
99,9286
100,771
101,1847
102,3201
103,860
104,6236
105,795
106,9955
107,1022
108,704
109,4089
110,2984
111,6356
112,1425
113,654
114,4234
115,2213
116,17052
117,1449
118,1032
119,868
120,495
121,13192
122,452
123,3419
124,11559
125,928
126,1241
127,2375
128,2571
129,4217
130,1405
131,1930
132,621
133,597
134,631
135,2701
136,457
137,1851
138,4989
139,3170
140,474
141,8619
142,1307
143,15961
144,4362
145,715
146,1624
147,16174
148,12289
149,5542
150,4149
151,9799
152,605
153,2283
154,4057
155,4651
156,6368
157,13973
158,2077
159,12250
160,2606
161,3606
162,474
163,4532
164,2585
165,823
166,734
167,4308
168,3360
169,16718
170,10053
171,10419
172,1967
173,12015
174,581
175,906
176,932
177,722
178,1240
179,4836
180,1189
181,2003
182,2506
183,688
184,3102
185,565
186,5251
187,6018
188,7489
189,14940
190,7857
191,2757
192,2459
193,769
194,4788
195,7191
196,3535
197,5821
198,1290
199,12018
200,761
201,935
202,810
203,6341
204,5607
205,6145
206,1264
207,2327
208,8159
209,3894
210,543
211,4882
212,2628
213,1404
214,1224
215,11985
216,1167
217,4839
218,5473
219,566
220,1994
221,2750
222,5218
223,1391
224,773
225,514
226,2504
227,5549
228,877
229,677
230,3906
231,3484
232,7112
233,735
234,773
235,2181
236,590
237,2485
238,5182
239,2600
240,400
241,2600
242,15814
243,670
244,926
245,1238
246,2326
247,963
248,11025
249,710
250,1192
251,1524
252,1305
253,706
254,664
255,737
256,13627
257,750
258,722
259,12131
260,451
261,7266
262,7417
263,5374
264,1699
265,9461
266,2867
267,2446
268,544
269,1629
270,936
271,4756
272,3568
273,973
274,9301
275,570
276,1241
277,3807
278,519
279,2287
280,1042
281,11499
282,2012
283,7197
284,487
285,10138
286,9707
287,2306
288,747
289,1325
290,850
291,5618
292,1429
293,13331
294,506
295,9867
296,2757
297,1624
298,775
299,2071
300,10690
301,1662
302,2645
303,3574
304,6387
305,1880
306,793
307,519
308,1005
309,8538
310,1563
311,4794
312,14688
313,1347
314,6446
315,5499
316,922
317,7756
318,6101
319,3087
320,1779
321,3855
322,1089
323,633
324,615
325,4124
326,715
327,853
328,2933
329,3665
330,15572
331,2785
332,2385
333,796
334,7282
335,3869
336,4971
337,416
338,872
339,11019
340,673
341,416
342,761
343,1776
344,738
345,3341
346,1952
347,4084
348,6846
349,2394
350,698
351,1790
352,6301
353,1674
354,850
355,14974
356,7419
357,926
358,782
359,15877
360,2631
361,7244
362,2199
363,3208
364,14711
365,498
366,5798
367,1818
368,3692
369,12193
370,7959
371,2747
372,934
373,2474
374,10249
375,9259
376,2885
377,1852
378,4215
379,6192
380,1427
381,2830
382,790
383,1255
384,9673
385,2047
386,3254
387,14046
388,785
389,673
390,1664
391,3487
392,1428
393,726
394,13910
395,8289
396,871
397,5290
398,2463
399,1715
400,3105
401,967
402,10690
403,4881
404,4699
405,741
406,1062
407,4496
408,9391
409,2317
410,11789
411,5571
412,2091
413,886
414,4870
415,729
416,4503
417,3443
418,1769
419,7427
420,3493
421,1911
422,5333
423,2299
424,15138
425,2408
426,6247
427,3679
428,1069
429,2574
430,4614
431,1317
432,2473
433,7129
434,8515
435,13568
436,936
437,1202
438,1057
439,5393
440,648
441,1428
442,14584
443,937
444,893
445,665
446,3190
447,2725
448,1020
449,891
450,12762
451,5247
452,7236
453,5717
454,584
455,715
456,14230
457,509
458,553
459,717
460,3515
461,16325
462,2800
463,6363
464,5198
465,3837
466,1309
467,582
468,1135
469,389
470,714
471,1056
472,2701
473,3585
474,4671
475,2142
476,853
477,1499
478,6105
479,3658
480,8448
481,3017
482,664
483,1244
484,6020
485,997
486,5320
487,1019
488,2649
489,840
490,2923
491,564
492,969
493,2761
494,1047
495,2511
496,5586
497,1031
498,8867
499,1771
500,858
501,2848
502,856
503,1915
504,1255
505,3868
506,696
507,7577
508,642
509,6853
510,871
511,10760
512,1456
513,15737
514,2154
515,1018
516,7330
517,5682
518,2653
519,788
520,1125
521,9250
522,550
523,1575
524,3980
525,472
526,12125
527,3734
528,438
529,623
530,928
531,604
532,831
533,912
534,2279
535,1344
536,2123
537,1674
538,3141
539,4093
540,2324
541,8011
542,3266
543,5160
544,2346
545,9651
546,1341
547,4326
548,482
549,1002
550,490
551,890
552,1211
553,842
554,2249
555,763
556,6050
557,1948
558,987
559,4514
560,5195
561,586
562,758
563,6094
564,455
565,1514
566,15564
567,2318
568,17530
569,1318
570,4161
571,4614
572,5255
573,14787
574,1457
575,2317
576,1332
577,16580
578,3625
579,8229
580,3251
581,6094
582,6308
583,452
584,7367
585,1796
586,4916
587,1901
588,2091
589,1471
590,641
591,3309
592,4938
593,3825
594,1304
595,674
596,4965
597,2024
598,1316
599,683
600,8751
601,6330
602,6997
603,529
604,13954
605,635
606,1870
607,5079
608,3626
609,8750
610,1751
611,890
612,4474
613,5278
614,786
615,4412
616,1369
617,1590
618,683
619,1477
620,7687
621,772
622,991
623,4167
624,436
625,11664
626,3648
627,690
628,5136
629,511
630,686
631,1382
632,5005
633,2956
634,5748
635,4865
636,927
637,1228
638,5795
639,8235
640,6809
641,1015
642,1894
643,3784
644,531
645,767
646,2535
647,479
648,677
649,11615
650,7540
651,750
652,7006
653,16196
654,1450
655,1858
656,572
657,751
658,5898
659,5589
660,2169
661,12278
662,4221
663,451
664,9873
665,824
666,630
667,681
668,909
669,739
670,11008
671,4274
672,1879
673,7590
674,4854
675,5488
676,16163
677,4132
678,10051
679,3394
680,815
681,9744
682,754
683,4098
684,1178
685,3130
686,6330
687,541
688,4021
689,2106
690,7337
691,4844
692,1924
693,9190
694,9374
695,5909
696,576
697,3360
698,8044
699,8143
700,1100
701,2460
702,16572
703,2147
704,486
705,1653
706,723
707,5993
708,2556
709,4951
710,6215
711,10317
712,4125
713,4598
714,4337
715,1771
716,2928
717,1244
718,846
719,859
720,4776
721,5560
722,3551
723,872
724,1146
725,1849
726,4826
727,1607
728,602
729,4613
730,721
731,2682
732,11382
733,4084
734,3711
735,802
736,865
