id,price
0,4324
1,1018
2,16795
3,7184
4,1532
5,2363
6,1959
7,1881
8,3481
9,16308
10,3671
11,604
12,613
13,3693
14,850
15,4445
16,1665
17,4110
18,564
19,3789
20,713
21,9074
22,825
23,11507
24,4058
25,7369
26,5385
27,567
28,2164
29,16571
30,684
31,4831
32,8796
33,6078
34,1658
35,1609
36,652
37,2219
38,17061
39,419
40,964
41,5788
42,2472
43,5161
44,1776
45,1310
46,5502
47,5524
48,3701
49,1339
50,548
51,687
52,616
53,2901
54,4889
55,745
56,4148
57,2141
58,2091
59,966
60,6136
61,7776
62,1360
63,4249
64,3840
65,6788
66,2703
67,3535
68,787
69,713
70,5134
71,4224
72,761
73,5079
74,2838
75,17053
76,15703
77,12718
78,807
79,11028
80,3658
81,6441
82,6458
83,13436
84,6706
85,12384
86,1773
87,8662
88,1103
89,1851
90,13131
91,5071
92,1737
93,756
94,2708
95,1077
96,1069
97,3298
98,1072
99,8687
100,744
101,1810
102,3095
103,870
104,6151
105,837
106,9137
107,986
108,686
109,4135
110,2880
111,6678
112,1353
113,606
114,4413
115,2623
116,16807
117,1541
118,1060
119,835
120,517
121,13481
122,459
123,3361
124,12595
125,958
126,1253
127,2397
128,2558
129,4514
130,1572
131,2034
132,663
133,608
134,697
135,2865
136,509
137,1987
138,5014
139,3128
140,498
141,8595
142,1294
143,17270
144,4716
145,734
146,1459
147,16997
148,12093
149,5660
150,4311
151,9796
152,627
153,2315
154,4161
155,4662
156,6427
157,14029
158,2186
159,12153
160,2648
161,3826
162,331
163,4459
164,2402
165,815
166,728
167,4294
168,3361
169,16380
170,10592
171,10315
172,1865
173,12262
174,570
175,847
176,914
177,772
178,1347
179,4999
180,1167
181,2117
182,2789
183,646
184,3134
185,539
186,4991
187,5901
188,7515
189,14981
190,7763
191,2925
192,2456
193,776
194,3872
195,7423
196,3450
197,5874
198,1229
199,11741
200,739
201,984
202,807
203,6428
204,5252
205,5881
206,1188
207,2283
208,7927
209,4039
210,505
211,4853
212,2497
213,1404
214,1249
215,11557
216,1162
217,4856
218,5643
219,591
220,2134
221,2825
222,5715
223,1355
224,775
225,546
226,2676
227,5563
228,823
229,578
230,3982
231,3684
232,6951
233,794
234,791
235,2145
236,656
237,2555
238,5169
239,2637
240,404
241,2614
242,16201
243,661
244,817
245,1255
246,2265
247,880
248,11268
249,727
250,1164
251,1567
252,1283
253,707
254,692
255,712
256,13686
257,728
258,688
259,12437
260,420
261,7515
262,7439
263,5579
264,1689
265,9590
266,2912
267,2586
268,566
269,1491
270,991
271,5021
272,3557
273,989
274,9251
275,542
276,1214
277,3964
278,529
279,2126
280,1128
281,11524
282,2102
283,7765
284,454
285,10128
286,9532
287,2314
288,740
289,1362
290,723
291,5390
292,1561
293,13167
294,477
295,10066
296,2807
297,1592
298,849
299,1951
300,10053
301,1656
302,2737
303,3685
304,6134
305,1782
306,745
307,566
308,1010
309,8717
310,1610
311,4455
312,15089
313,1342
314,6409
315,4207
316,974
317,7448
318,5810
319,3085
320,1832
321,3596
322,994
323,632
324,659
325,4180
326,762
327,780
328,2967
329,3358
330,15294
331,2921
332,2332
333,813
334,7461
335,3761
336,5157
337,388
338,836
339,10573
340,706
341,413
342,710
343,1811
344,810
345,3365
346,1961
347,4085
348,6788
349,2402
350,746
351,1845
352,6306
353,1560
354,786
355,14453
356,7374
357,839
358,808
359,16144
360,2584
361,6938
362,2097
363,3044
364,14611
365,489
366,5658
367,1815
368,3447
369,13054
370,8508
371,2734
372,952
373,2522
374,10741
375,9144
376,2975
377,1802
378,4193
379,6243
380,1489
381,2789
382,972
383,1405
384,9448
385,2126
386,2970
387,13974
388,801
389,670
390,1671
391,3561
392,1515
393,759
394,14122
395,7770
396,852
397,5526
398,2777
399,1650
400,3137
401,924
402,11243
403,4720
404,4677
405,715
406,1159
407,4373
408,9630
409,2313
410,11495
411,5935
412,1843
413,801
414,4888
415,744
416,4546
417,3501
418,1759
419,7242
420,3609
421,1871
422,5405
423,2340
424,14932
425,2269
426,6147
427,3694
428,1161
429,2635
430,5033
431,1232
432,2530
433,7196
434,8785
435,13870
436,824
437,1230
438,1029
439,4950
440,642
441,1429
442,14785
443,921
444,833
445,652
446,3199
447,2723
448,1021
449,878
450,12744
451,5182
452,7952
453,5768
454,561
455,671
456,14387
457,549
458,563
459,729
460,3795
461,15941
462,2739
463,6223
464,5186
465,3676
466,1312
467,587
468,1102
469,330
470,684
471,1038
472,2725
473,3477
474,4742
475,2153
476,857
477,1417
478,6241
479,3901
480,8701
481,3120
482,642
483,1153
484,5867
485,1059
486,5241
487,1041
488,2600
489,837
490,3039
491,430
492,980
493,2773
494,945
495,2616
496,5378
497,976
498,9588
499,1700
500,750
501,3036
502,891
503,2095
504,1251
505,3981
506,745
507,8044
508,661
509,6668
510,913
511,10735
512,1537
513,16050
514,2084
515,941
516,7485
517,5861
518,2719
519,773
520,1300
521,9494
522,596
523,1583
524,4167
525,527
526,12397
527,3671
528,436
529,639
530,805
531,566
532,878
533,886
534,2456
535,1309
536,1938
537,1550
538,3319
539,4399
540,2299
541,8787
542,3268
543,5204
544,2355
545,10009
546,1347
547,4498
548,551
549,1011
550,472
551,775
552,1136
553,868
554,2246
555,786
556,6296
557,1803
558,933
559,4725
560,5117
561,605
562,876
563,5922
564,527
565,1439
566,15387
567,2347
568,16891
569,1266
570,3783
571,4475
572,5334
573,13845
574,1333
575,2146
576,1449
577,16045
578,3931
579,7919
580,3260
581,6177
582,6067
583,448
584,7462
585,1783
586,4936
587,1826
588,2176
589,1515
590,681
591,2952
592,4969
593,3651
594,1366
595,753
596,4908
597,2308
598,1322
599,687
600,9165
601,6411
602,6415
603,515
604,14414
605,630
606,1783
607,5295
608,3493
609,9768
610,1761
611,808
612,4372
613,4269
614,891
615,4582
616,1419
617,1513
618,686
619,1527
620,7392
621,762
622,945
623,3890
624,280
625,11770
626,3525
627,695
628,4780
629,533
630,698
631,1469
632,4759
633,2793
634,6100
635,4775
636,940
637,1197
638,5935
639,8965
640,7076
641,1086
642,1836
643,3756
644,534
645,757
646,2254
647,546
648,642
649,11141
650,7690
651,832
652,7230
653,16043
654,1445
655,1851
656,580
657,684
658,5964
659,5561
660,2266
661,12510
662,3854
663,409
664,10361
665,868
666,635
667,623
668,907
669,773
670,10442
671,4172
672,1878
673,7662
674,4734
675,5599
676,16649
677,4343
678,9898
679,3349
680,794
681,10688
682,811
683,4308
684,1158
685,2983
686,6369
687,530
688,4098
689,2066
690,7333
691,4547
692,2090
693,9493
694,9482
695,5965
696,582
697,3313
698,7843
699,7575
700,1145
701,2444
702,17299
703,2088
704,493
705,1630
706,785
707,5343
708,2575
709,4685
710,6299
711,10080
712,4297
713,4351
714,4530
715,1731
716,2850
717,1259
718,884
719,798
720,4800
721,5557
722,3649
723,856
724,1149
725,1810
726,5078
727,1578
728,552
729,4216
730,712
731,2539
732,10948
733,4193
734,3610
735,772
736,819
737,3217
738,14613
739,4854
740,866
741,549
742,8883
743,4229
744,9341
745,11300
746,13490
747,8720
748,6651
749,8170
750,6436
751,2931
752,899
753,452
754,13043
755,1053
756,837
757,10948
758,4177
759,1143
760,1301
761,5183
762,14494
763,674
764,1402
765,3683
766,1666
767,4482
768,2633
769,4254
770,2277
771,762
772,6805
773,4203
774,3207
775,1150
776,334
777,3586
778,2266
779,760
780,882
781,1069
782,2620
783,1741
784,4168
785,749
786,2662
787,10304
788,12692
789,934
790,619
791,2060
792,4007
793,977
794,1570
795,1067
796,4696
797,5720
798,5239
799,14516
800,669
801,922
802,6570
803,828
804,2218
805,786
806,960
807,1758
808,597
809,1433
810,755
811,2134
812,464
813,2324
814,981
815,3881
816,3356
817,4957
818,2487
819,1019
820,1466
821,2659
822,4369
823,5931
824,1897
825,661
826,3049
827,3611
828,2730
829,667
830,798
831,1237
832,1908
833,8329
834,10076
835,6795
836,957
837,12007
838,5062
839,783
840,802
841,4167
842,8438
843,15486
844,3606
845,2486
846,6097
847,13993
848,1718
849,4860
850,1299
851,10013
852,1225
853,4117
854,1086
855,454
856,2431
857,4370
858,12570
859,2785
860,5260
861,544
862,1716
863,7050
864,2327
865,1978
866,2784
867,1979
868,1755
869,469
870,854
871,10242
872,13558
873,9827
874,2793
875,1261
876,893
877,13363
878,4925
879,882
880,1182
881,3712
882,1219
883,429
884,592
885,3193
886,1457
887,1103
888,3305
889,845
890,827
891,2715
892,2580
893,405
894,6512
895,1552
896,1806
897,10295
898,3244
899,3010
900,3311
901,1921
902,1183
903,895
904,884
905,1831
906,10760
907,856
908,687
909,757
910,5834
911,754
912,17859
913,6250
914,4897
915,16616
916,2222
917,5816
918,616
919,672
920,584
921,2417
922,4055
923,7811
924,6495
925,11689
926,1622
927,1883
928,890
929,720
930,788
931,4596
932,773
933,790
934,600
935,9632
936,6308
937,2528
938,1231
939,16560
940,649
941,7682
942,5339
943,10311
944,2456
945,703
946,974
947,716
948,3094
949,2774
950,659
951,4274
952,905
953,3591
954,982
955,4057
956,2527
957,5571
958,8335
959,663
960,1507
961,7590
962,4699
963,13021
964,559
965,4668
966,862
967,1025
968,14326
969,7204
970,710
971,4748
972,4951
973,1205
974,10169
975,1620
976,600
977,2074
978,2667
979,914
980,2893
981,6278
982,749
983,4152
984,723
985,7245
986,763
987,1148
988,3932
989,17168
990,3285
991,3308
992,1827
993,5810
994,1265
995,5590
996,8159
997,4760
998,598
999,6522
1000,11696
1001,10226
1002,11680
1003,1282
1004,863
1005,1906
1006,508
1007,2384
1008,4831
1009,2045
1010,10914
1011,655
1012,709
1013,2362
1014,3028
1015,3075
1016,1570
1017,2725
1018,1565
1019,1395
1020,13685
1021,14097
1022,8466
1023,7077
1024,2926
1025,735
1026,732
1027,2650
1028,7813
1029,5568
1030,4479
1031,11684
1032,4486
1033,1469
1034,15094
1035,701
1036,879
1037,765
1038,8751
1039,3420
1040,4314
1041,3978
1042,4156
1043,939
1044,1422
1045,1140
1046,7182
1047,787
1048,1560
1049,1748
1050,1477
1051,2133
1052,5638
1053,3877
1054,615
1055,462
1056,3703
1057,2536
1058,752
1059,898
1060,1161
1061,878
1062,7627
1063,699
1064,2866
1065,1502
1066,963
1067,540
1068,1290
1069,15420
1070,2485
1071,5125
1072,15324
1073,3437
1074,4549
1075,868
1076,661
1077,4781
1078,10906
1079,1134
1080,4397
1081,360
1082,7398
1083,5694
1084,6205
1085,3800
1086,4740
1087,3428
1088,3887
1089,633
1090,4521
1091,1723
1092,852
1093,1158
1094,1797
1095,599
1096,587
1097,586
1098,4771
1099,2911
1100,1562
1101,3327
1102,2738
1103,9963
1104,16033
1105,7037
1106,5177
1107,4351
1108,767
1109,506
1110,2726
1111,876
1112,699
1113,12047
1114,4644
1115,8787
1116,8584
1117,2318
1118,671
1119,556
1120,892
1121,2496
1122,1903
1123,4218
1124,2528
1125,954
1126,1162
1127,583
1128,7898
1129,4078
1130,3161
1131,361
1132,830
1133,5130
1134,2811
1135,8901
1136,1035
1137,6034
1138,8221
1139,1974
1140,9575
1141,1473
1142,2621
1143,615
1144,719
1145,11971
1146,1908
1147,764
1148,5550
1149,948
1150,2415
1151,2582
1152,9926
1153,518
1154,4972
1155,5106
1156,4286
1157,6403
1158,2961
1159,7197
1160,587
1161,1827
1162,4642
1163,4733
1164,1698
1165,1615
1166,1751
1167,11238
1168,522
1169,545
1170,509
1171,7348
1172,846
1173,666
1174,742
1175,694
1176,977
1177,15524
1178,760
1179,978
1180,4617
1181,3387
1182,16980
1183,2330
1184,843
1185,598
1186,745
1187,10655
1188,1873
1189,1367
1190,364
1191,4933
1192,8503
1193,2185
1194,608
1195,5535
1196,3548
1197,3566
1198,795
1199,4187
1200,6444
1201,1905
1202,2255
1203,1792
1204,14845
1205,681
1206,761
1207,675
1208,1915
1209,7959
1210,704
1211,2654
1212,6058
1213,4394
1214,4815
1215,7247
1216,915
1217,1123
1218,805
1219,8752
1220,1806
1221,2241
1222,4284
1223,849
1224,1125
1225,676
