id,price
0,4615
1,1004
2,16443
3,6701
4,1500
5,2186
6,1966
7,1859
8,3310
9,15410
10,3638
11,574
12,641
13,3829
14,974
15,4578
16,1787
17,4111
18,617
19,3656
20,708
21,8527
22,851
23,11296
24,4087
25,7089
26,5472
27,577
28,2274
29,16317
30,745
31,4871
32,9441
33,6287
34,1614
35,1616
36,646
37,2393
38,16105
39,382
40,1079
41,5963
42,2223
43,5403
44,2168
45,1354
46,5370
47,5486
48,3713
49,1356
50,478
51,658
52,668
53,2912
54,4789
55,700
56,4185
57,2072
58,2118
59,912
60,5773
61,7472
62,1360
63,4249
64,4008
65,6528
66,2680
67,3851
68,804
69,741
70,5187
71,4533
72,935
73,5142
74,2803
75,16259
76,15545
77,13686
78,772
79,11234
80,3652
81,6443
82,6324
83,12572
84,6099
85,12333
86,1882
87,8552
88,1065
89,1906
90,13438
91,5096
92,1729
93,704
94,2525
95,1022
96,1091
97,3088
98,1025
99,9401
100,778
101,1799
102,3254
103,849
104,6318
105,794
106,9636
107,1012
108,700
109,4255
110,2942
111,6288
112,1434
113,650
114,4263
115,2224
116,17154
117,1448
118,1045
119,876
120,503
121,13263
122,455
123,3362
124,11830
125,915
126,1238
127,2307
128,2564
129,4238
130,1546
131,1934
132,620
133,591
134,624
135,2759
136,489
137,1865
138,5023
139,3232
140,471
141,8549
142,1307
143,16568
144,4216
145,719
146,1626
147,16467
148,12309
149,5727
150,4135
151,9741
152,600
153,2235
154,4066
155,4611
156,6300
157,13819
158,2166
159,11898
160,2603
161,3606
162,464
163,4584
164,2608
165,825
166,729
167,4284
168,3251
169,16786
170,10345
171,10844
172,1971
173,12265
174,578
175,896
176,926
177,732
178,1225
179,4930
180,1188
181,2000
182,2628
183,662
184,3093
185,558
186,4912
187,6085
188,7465
189,14974
190,7972
191,2713
192,2460
193,730
194,4608
195,7249
196,3431
197,5833
198,1317
199,12204
200,792
201,917
202,833
203,6200
204,5560
205,6155
206,1272
207,2281
208,8113
209,3899
210,545
211,5134
212,2705
213,1439
214,1241
215,11524
216,1163
217,4867
218,5381
219,576
220,1990
221,2760
222,5298
223,1404
224,774
225,507
226,2514
227,5575
228,908
229,695
230,3969
231,3329
232,6837
233,760
234,773
235,2327
236,601
237,2485
238,5300
239,2644
240,398
241,2511
242,16139
243,655
244,933
245,1240
246,2317
247,967
248,11106
249,720
250,1175
251,1514
252,1303
253,701
254,677
255,718
256,13767
257,790
258,716
259,12459
260,450
261,7419
262,7358
263,5479
264,1699
265,9675
266,2848
267,2428
268,540
269,1624
270,940
271,4705
272,3621
273,982
274,9351
275,568
276,1239
277,3755
278,505
279,2311
280,1076
281,11462
282,2007
283,7243
284,486
285,9972
286,9694
287,2307
288,752
289,1329
290,845
291,5541
292,1423
293,13088
294,509
295,10113
296,2753
297,1629
298,769
299,2109
300,10513
301,1705
302,2716
303,3650
304,6311
305,2053
306,795
307,506
308,1005
309,8578
310,1578
311,4832
312,14855
313,1373
314,6477
315,5375
316,927
317,7710
318,5930
319,3040
320,1783
321,3778
322,1088
323,627
324,625
325,4201
326,722
327,849
328,2963
329,3663
330,15241
331,2796
332,2365
333,802
334,7277
335,3883
336,5025
337,409
338,872
339,11089
340,671
341,418
342,718
343,1769
344,745
345,3393
346,1921
347,4008
348,6844
349,2396
350,698
351,1804
